fec.gov
title,Two Year Summary
description,2016 Operating Expenditures
timestamp,Sun Sep 18 19:27:51 GMT 2016
copyright,"Copyright 2012, Federal Election Commission."
cmte_id,C00580100
cmte_nm,DONALD J. TRUMP FOR PRESIDENT, INC.
"Payee Name","Purpose","City","State","Zip","Payment Date","Amount","Memo Code","Report Type","Report Year","Image Number","Transaction Code","Other Id","Candidate Id","Transaction PGI",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.362557]","DALLAS","TX","75240","01/23/2016","$480.00","X","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931837","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.362557]","DALLAS","TX","75240","01/24/2016","$261.00","X","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931838","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.362557]","DALLAS","TX","75240","01/24/2016","$696.00","X","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931838","","","","P",
"HOTELS.COM","FACILITY RENTAL/CATERING SERVICES [AMEX: SB23.362557]","DALLAS","TX","75240","01/24/2016","$1,087.00","X","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931838","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.362557]","DALLAS","TX","75240","01/25/2016","$261.00","X","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931839","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.362557]","DALLAS","TX","75240","01/25/2016","$300.00","X","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931839","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.362557]","DALLAS","TX","75240","01/25/2016","$419.00","X","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931839","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.362557]","DALLAS","TX","75240","01/25/2016","$533.00","X","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931840","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.362557]","DALLAS","TX","75240","01/26/2016","$274.00","X","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931840","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.362557]","DALLAS","TX","75240","01/26/2016","$279.00","X","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931840","","","","P",
"HOTELS.COM","MEETING EXPENSE: MEALS [AMEX: SB23.362557]","DALLAS","TX","75240","01/26/2016","$313.00","X","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931841","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.362557]","DALLAS","TX","75240","01/27/2016","$266.00","X","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931841","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.362557]","DALLAS","TX","75240","01/27/2016","$303.00","X","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931841","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.362557]","DALLAS","TX","75240","01/27/2016","$313.00","X","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931842","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.362557]","DALLAS","TX","75240","01/27/2016","$433.00","X","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931842","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.362557]","DALLAS","TX","75240","01/27/2016","$533.00","X","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931842","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.362557]","DALLAS","TX","75240","01/27/2016","$555.00","X","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931843","","","","P",
"HOTELS.COM","TRAVEL: LODGING [ESPENSCHEID: SB23.455501]","DALLAS","TX","75240","12/12/2015","$201.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965156","","","","P",
"HOTELS.COM","TRAVEL: LODGING [ESPENSCHEID: SB23.455501]","DALLAS","TX","75240","12/15/2015","$223.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965156","","","","P",
"HOTELS.COM","TRAVEL: LODGING [ESPENSCHEID: SB23.455501]","DALLAS","TX","75240","12/15/2015","$246.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965157","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","01/28/2016","$244.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965157","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","01/29/2016","$266.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965157","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","01/29/2016","$389.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965158","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","01/30/2016","$200.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965158","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","01/30/2016","$356.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965158","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","01/30/2016","$358.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965159","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","01/30/2016","$514.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965159","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/01/2016","$937.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965159","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/02/2016","$260.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965160","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/02/2016","$296.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965160","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/02/2016","$296.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965160","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/02/2016","$303.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965161","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/02/2016","$600.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965161","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/03/2016","$215.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965161","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/03/2016","$259.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965162","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/03/2016","$259.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965162","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/03/2016","$260.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965162","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/03/2016","$303.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965163","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/04/2016","$350.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965163","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/04/2016","$442.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965163","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/05/2016","$268.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965164","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/05/2016","$494.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965164","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/06/2016","$268.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965164","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/06/2016","$268.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965165","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/06/2016","$324.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965165","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/06/2016","$465.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965165","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/06/2016","$718.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965166","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/07/2016","$304.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965166","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/07/2016","$355.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965166","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/07/2016","$499.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965167","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/07/2016","$575.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965167","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/07/2016","$606.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965167","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/07/2016","$880.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965168","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/08/2016","$537.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965168","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/08/2016","$537.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965168","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/09/2016","$238.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965169","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/09/2016","$238.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965169","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/09/2016","$308.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965169","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/09/2016","$379.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965170","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/09/2016","$440.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965170","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/09/2016","$530.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965170","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/09/2016","$749.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965171","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/10/2016","$208.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965171","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/10/2016","$220.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965171","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/10/2016","$1,072.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965172","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/10/2016","$1,479.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965172","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/11/2016","$220.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965172","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/11/2016","$309.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965173","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/11/2016","$591.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965173","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/11/2016","$803.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965173","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/12/2016","$280.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965174","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/12/2016","$559.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965174","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/12/2016","$654.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965174","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/12/2016","$1,190.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965175","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/12/2016","$2,710.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965175","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/13/2016","$363.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965175","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/13/2016","$445.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965176","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/13/2016","$519.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965176","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/13/2016","$560.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965176","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/13/2016","$698.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965177","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/14/2016","$204.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965177","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/14/2016","$460.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965177","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/14/2016","$500.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965178","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/14/2016","$883.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965178","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/14/2016","$953.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965178","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/14/2016","$1,430.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965179","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/14/2016","$1,930.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965179","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/15/2016","$288.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965179","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/15/2016","$395.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965180","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/15/2016","$567.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965180","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/15/2016","$698.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965180","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/15/2016","$763.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965181","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/16/2016","$380.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965181","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/16/2016","$392.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965181","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/16/2016","$648.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965182","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/16/2016","$989.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965182","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/17/2016","$203.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965182","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/17/2016","$217.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965183","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/17/2016","$230.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965183","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/17/2016","$263.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965183","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/17/2016","$277.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965184","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/17/2016","$380.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965184","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/17/2016","$572.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965184","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/17/2016","$579.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965185","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/17/2016","$821.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965185","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/17/2016","$837.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965185","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/17/2016","$967.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965186","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/18/2016","$200.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965186","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/18/2016","$351.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965186","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/18/2016","$591.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965187","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/18/2016","$813.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965187","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/18/2016","$820.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965187","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/18/2016","$971.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965188","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/19/2016","$288.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965188","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/19/2016","$440.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965188","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/19/2016","$564.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965189","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/19/2016","$1,051.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965189","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/19/2016","$1,094.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965189","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/19/2016","$1,264.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965190","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/20/2016","$285.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965190","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/20/2016","$306.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965190","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/20/2016","$849.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965191","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/20/2016","$2,265.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965191","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/20/2016","$2,358.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965191","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/20/2016","$4,020.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965192","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/20/2016","$5,677.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965192","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/21/2016","$1,169.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965192","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/22/2016","$202.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965193","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/22/2016","$213.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965193","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/22/2016","$224.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965193","","","","P",
